Study ID,PTSDpubs ID,"Author, Year",Outcome Assessment Type,PTSD Outcome Measure,PTSD Outcome Measure Detail,Analysis Type,Adjusted Variables in Statistical Analysis,Method for Handling Missing Data,Statistical Analysis,Arms Compared,Assessment Point,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,EPC Calculated: Comparison Standardized Effect Size,EPC Calculated: Comparison Standardized Effect Size Standard Error,EPC Calculated: Comparison Standardized Effect Size 95% CI Lower Bound,EPC Calculated: Comparison Standardized Effect Size 95% CI Upper Bound,EPC Calculated: Comparison  Standardized Effect Size Data Source,Score Difference 1 Detail,Comparison Score Difference 1 Adjusted Indicator,Score Difference 1,Comparison Score Difference 1 Calculated Indicator,Score Difference 1 Standard Deviation,Comparison Score Difference 1 SE Calculated Indicator,Score Difference 1 95% CI Lower Bound,Score Difference 1 95% CI Upper Bound,Comparison Score Difference 1 p value,Score Difference 2 Detail,Comparison Score Difference 2 Adjusted Indicator,Score Difference 2,Comparison Score Difference 2 Calculated Indicator,Score Difference 2 Standard Deviation,Comparison Score Difference 2 SE Calculated Indicator,Score Difference 2 95% CI Lower Bound,Score Difference 2 95% CI Upper Bound,Comparison Score Difference 2 p value,unique_row_identifier,Citation,Study Publication Year,Study Class,Overall ROB Assessment (Study Level),Military Status (Study Level),Race/Ethnicity Reported (Study Level),Trauma Type (Study Level),Trauma Detail (Study Level),Total N Randomized (Study Level),Treatment Focus (Study Level)
ahmadizadeh2019,1545324,"Ahmadizadeh, 2019",Self report,PCL,PCL-5,Completer,,,mixed model analysis and independent t-tests,A vs B,0,Endpoint difference,,,,,,p=0.001,,,,,,,,-1.296,0.382,-2.044,-0.548,Follow-up,,,,,,,,,,,,,,,,,,,ahmadizadeh2019_Self report_PCL-5_Completer_A vs B_0,"Ahmadizadeh MJ, Rezaei M, Fitzgerald PB. Transcranial direct current stimulation (tDCS) for post-traumatic stress disorder (PTSD): a randomized, double-blinded, controlled trial. Brain research bulletin. 2019;153:273-8. PMID: 31560945.",2019,Nonpharmacologic biological,High,Community,Not reported,,,40,PTSD
ahmadizadeh2019,1545324,"Ahmadizadeh, 2019",Self report,PCL,PCL-5,Completer,,,mixed model analysis and independent t-tests,A vs B,4,Group x Time interaction,Wilks' lambda,0.61,,,,p=0.0001,,,,,,,,-1.557,0.41,-2.36,-0.754,Follow-up,,,,,,,,,,,,,,,,,,,ahmadizadeh2019_Self report_PCL-5_Completer_A vs B_4,"Ahmadizadeh MJ, Rezaei M, Fitzgerald PB. Transcranial direct current stimulation (tDCS) for post-traumatic stress disorder (PTSD): a randomized, double-blinded, controlled trial. Brain research bulletin. 2019;153:273-8. PMID: 31560945.",2019,Nonpharmacologic biological,High,Community,Not reported,,,40,PTSD
ahmadpanah2014,43996,"Ahmadpanah, 2014",Structured Clinical Interview,MINI,MINI,ITT,None,,ANOVA for repeated measures,A vs B,0,,,,,,,,,,,,,,,-0.245,0.245,-0.726,0.236,Follow-up,,,,,,,,,,,,,,,,,,,ahmadpanah2014_Structured Clinical Interview_MINI_ITT_A vs B_0,"Ahmadpanah M, Sabzeiee P, Hosseini SM, et al. Comparing the effect of prazosin and hydroxyzine on sleep quality in patients suffering from posttraumatic stress disorder. Neuropsychobiology. 2014 Jul;69(4):235-42. doi: 10.1159/000362243. PMID: 24993832.",2014,Pharmacotherapy,Low,Community,Not reported,Mixed,"combat-related, accidents, natural or manmade disasters, other (not specified)",100,PTSD
ahmadpanah2014,43996,"Ahmadpanah, 2014",Structured Clinical Interview,MINI,MINI,ITT,None,,ANOVA for repeated measures,A vs C,0,,,,,,,,,,,,,,,-1.882,0.298,-2.467,-1.297,Follow-up,,,,,,,,,,,,,,,,,,,ahmadpanah2014_Structured Clinical Interview_MINI_ITT_A vs C_0,"Ahmadpanah M, Sabzeiee P, Hosseini SM, et al. Comparing the effect of prazosin and hydroxyzine on sleep quality in patients suffering from posttraumatic stress disorder. Neuropsychobiology. 2014 Jul;69(4):235-42. doi: 10.1159/000362243. PMID: 24993832.",2014,Pharmacotherapy,Low,Community,Not reported,Mixed,"combat-related, accidents, natural or manmade disasters, other (not specified)",100,PTSD
ahmadpanah2014,43996,"Ahmadpanah, 2014",Structured Clinical Interview,MINI,MINI,ITT,None,,ANOVA for repeated measures,B vs C,0,,,,,,,,,,,,,,,-1.565,0.281,-2.116,-1.014,Follow-up,,,,,,,,,,,,,,,,,,,ahmadpanah2014_Structured Clinical Interview_MINI_ITT_B vs C_0,"Ahmadpanah M, Sabzeiee P, Hosseini SM, et al. Comparing the effect of prazosin and hydroxyzine on sleep quality in patients suffering from posttraumatic stress disorder. Neuropsychobiology. 2014 Jul;69(4):235-42. doi: 10.1159/000362243. PMID: 24993832.",2014,Pharmacotherapy,Low,Community,Not reported,Mixed,"combat-related, accidents, natural or manmade disasters, other (not specified)",100,PTSD
ahmadpanah2014,43996,"Ahmadpanah, 2014",Structured Clinical Interview,MINI,MINI,ITT,None,,ANOVA for repeated measures,Omnibus,0,Group x Time interaction; (largest decline hydroxyzine > prazosin > placebo),,,,,,p=0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmadpanah2014_Structured Clinical Interview_MINI_ITT_Omnibus_0,"Ahmadpanah M, Sabzeiee P, Hosseini SM, et al. Comparing the effect of prazosin and hydroxyzine on sleep quality in patients suffering from posttraumatic stress disorder. Neuropsychobiology. 2014 Jul;69(4):235-42. doi: 10.1159/000362243. PMID: 24993832.",2014,Pharmacotherapy,Low,Community,Not reported,Mixed,"combat-related, accidents, natural or manmade disasters, other (not specified)",100,PTSD
akbarian2015,43629,"Akbarian, 2015",Self report,IES,IES-R,ITT,,LOCF,Repeated measures ANOVA,A vs B,0,Group x Time interaction,,23.09,SD,0.47,,p<0.001,,,,,,,,-1.482,0.361,-2.189,-0.774,Follow-up,,,,,,,,,,,,,,,,,,,akbarian2015_Self report_IES-R_ITT_A vs B_0,"Akbarian F, Bajoghli H, Haghighi M, et al. The effectiveness of cognitive behavioral therapy with respect to psychological symptoms and recovering autobiographical memory in patients suffering from post-traumatic stress disorder. Neuropsychiatr Dis Treat. 2015;11:395-404. doi: 10.2147/NDT.S79581. PMID: 25737635.",2015,Psychotherapy & pharmacotherapy,High,Community,Not reported,Mixed,"intimate partner violence, accidents, illness/medical procedure",40,PTSD
akuchekian2004,50403,"Akuchekian, 2004",Structured Clinical Interview,CAPS,CAPS (11-item severity score),ITT,None,LOCF,Independent t test,A vs B,0,,,,,,,p=0.00,,,,,,,,-1.612,0.295,-2.19,-1.034,Follow-up,,,,,,,,,,,,,,,,,,,akuchekian2004_Structured Clinical Interview_CAPS (11-item severity score)_ITT_A vs B_0,"Akuchekian S, Amanat S. The Comparison of Topiramate and Placebo in the Treatment of Posttraumatic Stress Disorder: A Randomized, Double- Blind Study. J Res Med Sci. 2004;9(5):240-4.",2004,Pharmacotherapy,High,Veteran,Not reported,Combat-related,,67,PTSD
aldahadha2012,1548482,"Aldahadha, 2012",Self report,TSI,TSI,Completer,,,ANOVA,A vs B,0,,,,,,,p<0.0001,,,,,,,,-2.401,0.39,-3.166,-1.637,Follow-up,,,,,,,,,,,,,,,,,,,aldahadha2012_Self report_TSI_Completer_A vs B_0,"Aldahadha B, Al-Harthy H, Sulaiman S. The Efficacy of Eye Movement Desensitization Reprocessing in Resolving the Trauma Caused by the Road Accidents in the Sultanate of Oman. Journal of Instructional Psychology. 2012;39(3/4):146-58.",2012,Psychotherapy,High,Community,Not reported,Accidents,,51,PTSD
aldahadha2012,1548482,"Aldahadha, 2012",Self report,TSI,TSI,Completer,,,ANOVA,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aldahadha2012_Self report_TSI_Completer_NA_4,"Aldahadha B, Al-Harthy H, Sulaiman S. The Efficacy of Eye Movement Desensitization Reprocessing in Resolving the Trauma Caused by the Road Accidents in the Sultanate of Oman. Journal of Instructional Psychology. 2012;39(3/4):146-58.",2012,Psychotherapy,High,Community,Not reported,Accidents,,51,PTSD
alghamdi2015,46524,"Alghamdi, 2015",Self report,SPTSS,SPTSS,ITT,Baseline SPTSS score,None,"ANCOVA and Hedges' g for change in mean score between groups, paired t-test for within-group",A vs B,0,,Hedges' g,2.05,,,,p<0.001,,,,,,,,-2.071,0.434,-2.922,-1.22,Change,,,,,,,,,,,,,,,,,,,alghamdi2015_Self report_SPTSS_ITT_A vs B_0,"Alghamdi M, Hunt NC, Thomas SA. The effectiveness of narrative exposure therapy with traumatised firefighters in Saudi Arabia: a randomized controlled study. Behav Res Ther. 2015 Mar;66:64-71. doi: 10.1016/j.brat.2015.01.008. PMID: 25701801.",2015,Psychotherapy,High,Community,Not reported,,,34,PTSD
allen2022,1603004,"Allen, 2022",Self report,PCL,PCL-C,ITT,,Mixed effects models,Linear mixed models; Hedges' g for within-group effect size; between-group effect sizes using pooled SD of post-treatment assessments.,A vs B,0,,Hedges' g,-0.64,95% CI,-1.38,0.10,,Group x time interaction,,,,,,p=0.32,-0.643,0.379,-1.386,0.1,Follow-up,,,,,,,,,,,,,,,,,,,allen2022_Self report_PCL-C_ITT_A vs B_0,"Allen AR, Smith J, Hobbs MJ, et al. Internet-delivered cognitive behaviour therapy for post-traumatic stress disorder: a randomised controlled trial and outcomes in routine care. Behav Cogn Psychother. 2022 Nov;50(6):649-55. doi: 10.1017/S1352465822000285. PMID: 35924312.",2022,Other study class,High,Community,Not reported,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Illness/medical procedure; Other (severe human suffering; witnessed violent death; unexpected loss of others; harm/injury to others; other stressor),49,PTSD
allen2022,1603004,"Allen, 2022",Self report,PCL,PCL-C,ITT,,Mixed effects models,Linear mixed models; Hedges' g for within-group effect size; between-group effect sizes using pooled SD of post-treatment assessments.,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allen2022_Self report_PCL-C_ITT_NA_12,"Allen AR, Smith J, Hobbs MJ, et al. Internet-delivered cognitive behaviour therapy for post-traumatic stress disorder: a randomised controlled trial and outcomes in routine care. Behav Cogn Psychother. 2022 Nov;50(6):649-55. doi: 10.1017/S1352465822000285. PMID: 35924312.",2022,Other study class,High,Community,Not reported,Mixed,Combat-related; Child physical abuse; Child sexual abuse; Rape/sexual assault; Illness/medical procedure; Other (severe human suffering; witnessed violent death; unexpected loss of others; harm/injury to others; other stressor),49,PTSD
alon2022,1587317,"Alon, 2022",Structured Clinical Interview,CAPS,CAPS-5,ITT,None,Mixed effects models,"Time-series models in generalized estimating


equations",A vs B,0,"Group x Time interaction, Wald test",,,,,,p=0.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alon2022_Structured Clinical Interview_CAPS-5_ITT_A vs B_0,"Alon Y, Azriel O, Pine DS, et al. A randomized controlled trial of supervised remotely-delivered attention bias modification for posttraumatic stress disorder. Psychol Med. 2022 Feb 8:1-10. doi: 10.1017/S003329172200023X. PMID: 35132952.",2022,Nonpharmacologic cognitive,Low,Community,Not reported,Mixed,Combat-related; Rape/sexual assault; Accidents; Illness/medical procedure; Community/school violence; Terrorism/political violence/forced displacement,60,PTSD
alon2022,1587317,"Alon, 2022",Self report,PCL,PCL-5,ITT,None,Mixed effects models,"Time-series models in generalized estimating


equations",A vs B,0,"Group x Time interaction, Wald test",,,,,,p=0.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alon2022_Self report_PCL-5_ITT_A vs B_0,"Alon Y, Azriel O, Pine DS, et al. A randomized controlled trial of supervised remotely-delivered attention bias modification for posttraumatic stress disorder. Psychol Med. 2022 Feb 8:1-10. doi: 10.1017/S003329172200023X. PMID: 35132952.",2022,Nonpharmacologic cognitive,Low,Community,Not reported,Mixed,Combat-related; Rape/sexual assault; Accidents; Illness/medical procedure; Community/school violence; Terrorism/political violence/forced displacement,60,PTSD
alsheikhali2020,1558371,"Alsheikh Ali, 2020",Self report,PCL,PCL-C,ITT,Age,,2-way MANOVA,A vs B,0,,,,,,,,,,,,,,,-2.11,0.4,-2.895,-1.319,Follow-up,Group effect from 2-way MANOVA,,,,,,,,p=0.01,,,,,,,,,,alsheikhali2020_Self report_PCL-C_ITT_A vs B_0,Alsheikh Ali ASS. Efficiency of Intervention Counseling Program on the Enhanced Psychological Well-being and Reduced Post-traumatic Stress Disorder Symptoms Among Syrian Women Refugee Survivors. Clin Pract Epidemiol Ment Health. 2020 Jul 30;16(Suppl-1):134-141. doi: 10.2174/1745017902016010134. PMID: 33029190; PMCID: PMC7536727.,2020,Psychotherapy,High,Community,Not reported,Terrorism/political violence/forced displacement,,40,PTSD
angelakis2020,1560706,"Angelakis, 2020",Structured Clinical Interview,CAPS,CAPS-IV,ITT,None,Multiple imputation,"hierarchical Bayesian model, analog of repeated measures ANOVA; 95% HDI to approximate 95% CI",A vs B,0,Effect size of difference in follow-up scores between groups,Cohen's d,-0.29,95% CI,-1.07,0.48,,Effect size of difference in change scores between groups,Cohen's d,-0.06,95% CI,-0.96,0.83,,-0.24,0.34,-0.91,0.42,Follow-up,,,,,,,,,,,,,,,,,,,angelakis2020_Structured Clinical Interview_CAPS-IV_ITT_A vs B_0,"Angelakis S, Weber N, Nixon RDV. Comorbid posttraumatic stress disorder and major depressive disorder: The usefulness of a sequential treatment approach within a randomised design. J Anxiety Disord. 2020 Dec;76:102324. doi: 10.1016/j.janxdis.2020.102324. Epub 2020 Oct 20. PMID: 33137600.",2020,Psychotherapy,Low,Community,Race data reported,Mixed,Accidents; Child physical abuse; Child sexual abuse; Rape/sexual assault; Community/school violence; Natural or manmade disasters; Terrorism/political violence/forced displacement; Other (traumatic loss),52,PTSD
angelakis2020,1560706,"Angelakis, 2020",Structured Clinical Interview,CAPS,CAPS-IV,ITT,None,Multiple imputation,"hierarchical Bayesian model, analog of repeated measures ANOVA; 95% HDI to approximate 95% CI",A vs B,26,Effect size of difference in follow-up scores between groups,Cohen's d,0.01,95% CI,-0.66,0.72,,Effect size of difference in change scores between groups,Cohen's d,-0.36,95% CI,-1.29,0.46,,0.01,0.34,-0.66,0.67,Follow-up,,,,,,,,,,,,,,,,,,,angelakis2020_Structured Clinical Interview_CAPS-IV_ITT_A vs B_26,"Angelakis S, Weber N, Nixon RDV. Comorbid posttraumatic stress disorder and major depressive disorder: The usefulness of a sequential treatment approach within a randomised design. J Anxiety Disord. 2020 Dec;76:102324. doi: 10.1016/j.janxdis.2020.102324. Epub 2020 Oct 20. PMID: 33137600.",2020,Psychotherapy,Low,Community,Race data reported,Mixed,Accidents; Child physical abuse; Child sexual abuse; Rape/sexual assault; Community/school violence; Natural or manmade disasters; Terrorism/political violence/forced displacement; Other (traumatic loss),52,PTSD
angelakis2020,1560706,"Angelakis, 2020",Structured Clinical Interview,CAPS,CAPS-IV,ITT,None,Multiple imputation,"hierarchical Bayesian model, analog of repeated measures ANOVA; 95% HDI to approximate 95% CI",A vs C,0,Effect size of difference in follow-up scores between groups,Cohen's d,0.37,95% CI,-0.37,1.16,,Effect size of difference in change scores between groups,Cohen's d,-0.78,95% CI,-1.91,0.18,,0.34,0.36,-0.36,1.04,Follow-up,,,,,,,,,,,,,,,,,,,angelakis2020_Structured Clinical Interview_CAPS-IV_ITT_A vs C_0,"Angelakis S, Weber N, Nixon RDV. Comorbid posttraumatic stress disorder and major depressive disorder: The usefulness of a sequential treatment approach within a randomised design. J Anxiety Disord. 2020 Dec;76:102324. doi: 10.1016/j.janxdis.2020.102324. Epub 2020 Oct 20. PMID: 33137600.",2020,Psychotherapy,Low,Community,Race data reported,Mixed,Accidents; Child physical abuse; Child sexual abuse; Rape/sexual assault; Community/school violence; Natural or manmade disasters; Terrorism/political violence/forced displacement; Other (traumatic loss),52,PTSD
angelakis2020,1560706,"Angelakis, 2020",Structured Clinical Interview,CAPS,CAPS-IV,ITT,None,Multiple imputation,"hierarchical Bayesian model, analog of repeated measures ANOVA; 95% HDI to approximate 95% CI",A vs C,26,Effect size of difference in follow-up scores between groups,Cohen's d,0.25,95% CI,-0.42,0.99,,Effect size of difference in change scores between groups,Cohen's d,-0.67,95% CI,-1.72,0.23,,0.23,0.36,-0.47,0.93,Follow-up,,,,,,,,,,,,,,,,,,,angelakis2020_Structured Clinical Interview_CAPS-IV_ITT_A vs C_26,"Angelakis S, Weber N, Nixon RDV. Comorbid posttraumatic stress disorder and major depressive disorder: The usefulness of a sequential treatment approach within a randomised design. J Anxiety Disord. 2020 Dec;76:102324. doi: 10.1016/j.janxdis.2020.102324. Epub 2020 Oct 20. PMID: 33137600.",2020,Psychotherapy,Low,Community,Race data reported,Mixed,Accidents; Child physical abuse; Child sexual abuse; Rape/sexual assault; Community/school violence; Natural or manmade disasters; Terrorism/political violence/forced displacement; Other (traumatic loss),52,PTSD
angelakis2020,1560706,"Angelakis, 2020",Structured Clinical Interview,CAPS,CAPS-IV,ITT,None,Multiple imputation,"hierarchical Bayesian model, analog of repeated measures ANOVA; 95% HDI to approximate 95% CI",B vs C,0,Effect size of difference in follow-up scores between groups,Cohen's d,0.65,95% CI,-0.21,1.62,,Effect size of difference in change scores between groups,Cohen's d,-0.73,95% CI,-1.92,0.25,,0.52,0.37,-0.2,1.246,Follow-up,,,,,,,,,,,,,,,,,,,angelakis2020_Structured Clinical Interview_CAPS-IV_ITT_B vs C_0,"Angelakis S, Weber N, Nixon RDV. Comorbid posttraumatic stress disorder and major depressive disorder: The usefulness of a sequential treatment approach within a randomised design. J Anxiety Disord. 2020 Dec;76:102324. doi: 10.1016/j.janxdis.2020.102324. Epub 2020 Oct 20. PMID: 33137600.",2020,Psychotherapy,Low,Community,Race data reported,Mixed,Accidents; Child physical abuse; Child sexual abuse; Rape/sexual assault; Community/school violence; Natural or manmade disasters; Terrorism/political violence/forced displacement; Other (traumatic loss),52,PTSD
angelakis2020,1560706,"Angelakis, 2020",Structured Clinical Interview,CAPS,CAPS-IV,ITT,None,Multiple imputation,"hierarchical Bayesian model, analog of repeated measures ANOVA; 95% HDI to approximate 95% CI",B vs C,26,Effect size of difference in follow-up scores between groups,Cohen's d,0.24,95% CI,-0.46,0.95,,Effect size of difference in change scores between groups,Cohen's d,-0.31,95% CI,-1.25,0.52,,0.216,0.36,-0.49,0.92,Follow-up,,,,,,,,,,,,,,,,,,,angelakis2020_Structured Clinical Interview_CAPS-IV_ITT_B vs C_26,"Angelakis S, Weber N, Nixon RDV. Comorbid posttraumatic stress disorder and major depressive disorder: The usefulness of a sequential treatment approach within a randomised design. J Anxiety Disord. 2020 Dec;76:102324. doi: 10.1016/j.janxdis.2020.102324. Epub 2020 Oct 20. PMID: 33137600.",2020,Psychotherapy,Low,Community,Race data reported,Mixed,Accidents; Child physical abuse; Child sexual abuse; Rape/sexual assault; Community/school violence; Natural or manmade disasters; Terrorism/political violence/forced displacement; Other (traumatic loss),52,PTSD
angelakis2020,1560706,"Angelakis, 2020",Self report,PCL,PCL,ITT,None,Multiple imputation,"hierarchical Bayesian model, analog of repeated measures ANOVA; 95% HDI to approximate 95% CI",A vs B,0,Effect size of difference in follow-up scores between groups,Cohen's d,-0.56,95% CI,-1.18,0.06,,Effect size of difference in change scores between groups,Cohen's d,0.18,95% CI,-0.66,1.02,,-0.61,0.35,-1.288,0.07,Follow-up,,,,,,,,,,,,,,,,,,,angelakis2020_Self report_PCL_ITT_A vs B_0,"Angelakis S, Weber N, Nixon RDV. Comorbid posttraumatic stress disorder and major depressive disorder: The usefulness of a sequential treatment approach within a randomised design. J Anxiety Disord. 2020 Dec;76:102324. doi: 10.1016/j.janxdis.2020.102324. Epub 2020 Oct 20. PMID: 33137600.",2020,Psychotherapy,Low,Community,Race data reported,Mixed,Accidents; Child physical abuse; Child sexual abuse; Rape/sexual assault; Community/school violence; Natural or manmade disasters; Terrorism/political violence/forced displacement; Other (traumatic loss),52,PTSD
angelakis2020,1560706,"Angelakis, 2020",Self report,PCL,PCL,ITT,None,Multiple imputation,"hierarchical Bayesian model, analog of repeated measures ANOVA; 95% HDI to approximate 95% CI",A vs B,26,Effect size of difference in follow-up scores between groups,Cohen's d,-0.60,95% CI,-1.33,0.14,,Effect size of difference in change scores between groups,Cohen's d,0.22,95% CI,-0.69,1.15,,-0.57,0.35,-1.246,0.109,Follow-up,,,,,,,,,,,,,,,,,,,angelakis2020_Self report_PCL_ITT_A vs B_26,"Angelakis S, Weber N, Nixon RDV. Comorbid posttraumatic stress disorder and major depressive disorder: The usefulness of a sequential treatment approach within a randomised design. J Anxiety Disord. 2020 Dec;76:102324. doi: 10.1016/j.janxdis.2020.102324. Epub 2020 Oct 20. PMID: 33137600.",2020,Psychotherapy,Low,Community,Race data reported,Mixed,Accidents; Child physical abuse; Child sexual abuse; Rape/sexual assault; Community/school violence; Natural or manmade disasters; Terrorism/political violence/forced displacement; Other (traumatic loss),52,PTSD
angelakis2020,1560706,"Angelakis, 2020",Self report,PCL,PCL,ITT,None,Multiple imputation,"hierarchical Bayesian model, analog of repeated measures ANOVA; 95% HDI to approximate 95% CI",A vs C,0,Effect size of difference in follow-up scores between groups,Cohen's d,0.61,95% CI,-0.08,1.31,,Effect size of difference in change scores between groups,Cohen's d,-0.99,95% CI,-1.97,0.03,,0.65,0.37,-0.07,1.37,Follow-up,,,,,,,,,,,,,,,,,,,angelakis2020_Self report_PCL_ITT_A vs C_0,"Angelakis S, Weber N, Nixon RDV. Comorbid posttraumatic stress disorder and major depressive disorder: The usefulness of a sequential treatment approach within a randomised design. J Anxiety Disord. 2020 Dec;76:102324. doi: 10.1016/j.janxdis.2020.102324. Epub 2020 Oct 20. PMID: 33137600.",2020,Psychotherapy,Low,Community,Race data reported,Mixed,Accidents; Child physical abuse; Child sexual abuse; Rape/sexual assault; Community/school violence; Natural or manmade disasters; Terrorism/political violence/forced displacement; Other (traumatic loss),52,PTSD
