id,Title,Authors,Keywords,Published Year,Journal,DOI,States,Cities,Geography Keywords,Citation
29,Self-Reported Social Determinants of Health and Area-Level Social Vulnerability,"Brignone, E.; Lejeune, K.; Mihalko, A. E.; Shannon, A. L.; Sinoway, L. I.","svi, social, vulnerability, health, index, level, study, data, care, risk, outcomes, age, association, compared, census, patient, odds, conclusion, based, population, included, low, result",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.12109,NA,NA ,NA,"Brignone, E.; Lejeune, K.; Mihalko, A. E.; Shannon, A. L.; Sinoway, L. I. (2024). Self-Reported Social Determinants of Health and Area-Level Social Vulnerability. JAMA Network Open, 7(5), E2412109. doi:https://dx.doi.org/10.1001/jamanetworkopen.2024.12109"
30,In-Hospital vs 30-Day Sepsis Mortality at US Safety-Net and Non-Safety-Net Hospitals,"Law, A. C.; Bosch, N. A.; Song, Y.; Tale, A.; Lasser, K. E.; Walkey, A. J.","patients, index, study, data, care, outcomes, mortality, age, rates, association, results, compared, analysis, patient, odds, conclusion, black, based, lower, low, result, white",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.12873,NA,NA ,NA,"Law, A. C.; Bosch, N. A.; Song, Y.; Tale, A.; Lasser, K. E.; Walkey, A. J. (2024). In-Hospital vs 30-Day Sepsis Mortality at US Safety-Net and Non-Safety-Net Hospitals. JAMA Network Open, 7(5), E2412873. doi:10.1001/jamanetworkopen.2024.12873"
31,Medicare Advantage Plan Star Ratings and County Social Vulnerability,"Gupta, A.; Silver, D.; Meyers, D. J.; Glied, S.; Paga¡n, J. A.","svi, social, vulnerability, health, index, level, study, data, care, outcomes, status, disease, age, association, results, vulnerable, counties, compared, county, socioeconomic, conclusion, based, lower, access, low, result",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.24089,NA,NA ,NA,"Gupta, A.; Silver, D.; Meyers, D. J.; Glied, S.; Paga¡n, J. A. (2024). Medicare Advantage Plan Star Ratings and County Social Vulnerability. JAMA Network Open. doi:10.1001/jamanetworkopen.2024.24089"
32,Factors Associated with the Availability of Medications for Opioid Use Disorder in US Jails,"Balawajder, E. F.; Ducharme, L.; Taylor, B. G.; Lamuda, P. A.; Kolak, M.; Friedmann, P. D.; Pollack, H. A.; Schneider, J. A.","social, vulnerability, health, index, level, study, data, care, outcomes, factors, disease, association, counties, county, regression, analysis, census, odds, conclusion, based, lower, population, access, adjusted, included, low, result",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.34704,NA,NA ,NA,"Balawajder, E. F.; Ducharme, L.; Taylor, B. G.; Lamuda, P. A.; Kolak, M.; Friedmann, P. D.; Pollack, H. A.; Schneider, J. A. (2024). Factors Associated with the Availability of Medications for Opioid Use Disorder in US Jails. JAMA Network Open, 7(9), e2434704. doi:https://dx.doi.org/10.1001/jamanetworkopen.2024.34704"
33,Optimal Pediatric Outpatient Antibiotic Prescribing,"Lehrer, B. J.; Mutamba, G.; Thure, K. A.; Evans, C. D.; Hersh, A. L.; Banerjee, R.; Katz, S. E.","social, patients, vulnerability, index, level, study, data, outcomes, factors, age, association, results, vulnerable, compared, regression, patient, odds, conclusion, low, result",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.37409,NA,NA ,Tennessee,"Lehrer, B. J.; Mutamba, G.; Thure, K. A.; Evans, C. D.; Hersh, A. L.; Banerjee, R.; Katz, S. E. (2024). Optimal Pediatric Outpatient Antibiotic Prescribing. JAMA Network Open, 7(10), e2437409. doi:10.1001/jamanetworkopen.2024.37409"
34,Social Vulnerability and Sickle Cell Disease Mortality in the US,"Tan, J. Y.; San, B. J.; Yeo, Y. H.; Chan, K. H.; Shaaban, H. S.; Ezekwudo, D. E.; Idowu, M.","svi, social, patients, vulnerability, health, index, level, study, data, outcomes, mortality, disease, age, rates, association, counties, county, analysis, census, patient, conclusion, population, adjusted, included, related, result, white",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.40599,NA,NA ,NA,"Tan, J. Y.; San, B. J.; Yeo, Y. H.; Chan, K. H.; Shaaban, H. S.; Ezekwudo, D. E.; Idowu, M. (2024). Social Vulnerability and Sickle Cell Disease Mortality in the US. JAMA Network Open, 7(9), e2440599. doi:https://dx.doi.org/10.1001/jamanetworkopen.2024.40599"
35,"Social Vulnerability, Intervention Utilization, and Outcomes in US Adults Hospitalized With Influenza","Adams, K.; Yousey-Hindes, K.; Bozio, C. H.; Jain, S.; Kirley, P. D.; Armistead, I.; Alden, N. B.; Openo, K. P.; Witt, L. S.; Monroe, M. L.; Kim, S.; Falkowski, A.; Lynfield, R.; McMahon, M.; Hoffman, M. R.; Shaw, Y. P.; Spina, N. L.; Rowe, A.; Felsen, C. B.; Licherdell, E.; Lung, K.; Shiltz, E.; Thomas, A.; Keipp Talbot, H.; Schaffner, W.; Crossland, M. T.; Olsen, K. P.; Chang, L. W.; Cummings, C. N.; Tenforde, M. W.; Garg, S.; Hadler, J. L.; O'Halloran, A.","social, patients, vulnerability, health, level, study, data, care, outcomes, mortality, factors, status, disease, age, association, results, counties, socioeconomic, regression, analysis, census, patient, conclusion, black, increased, based, population, hispanic, adjusted, included, low, result, white, significant",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.48003,NA,NA ,NA,"Adams, K.; Yousey-Hindes, K.; Bozio, C. H.; Jain, S.; Kirley, P. D.; Armistead, I.; Alden, N. B.; Openo, K. P.; Witt, L. S.; Monroe, M. L.; Kim, S.; Falkowski, A.; Lynfield, R.; McMahon, M.; Hoffman, M. R.; Shaw, Y. P.; Spina, N. L.; Rowe, A.; Felsen, C. B.; Licherdell, E.; Lung, K.; Shiltz, E.; Thomas, A.; Keipp Talbot, H.; Schaffner, W.; Crossland, M. T.; Olsen, K. P.; Chang, L. W.; Cummings, C. N.; Tenforde, M. W.; Garg, S.; Hadler, J. L.; O'Halloran, A. (2024). Social Vulnerability, Intervention Utilization, and Outcomes in US Adults Hospitalized With Influenza. JAMA Network Open, 7(11), e2448003. doi:10.1001/jamanetworkopen.2024.48003"
36,Comparative Analysis of Indices for Social Determinants of Health in Pediatric Surgical Populations,"Stephens, C. Q.; Yap, A.; Vu, L.; Saito, J. M.; Barry, D.; Shui, A. M.; Cockrell, H.; Cairo, S.; Wakeman, D.; Berman, L.; Greenberg, S.; Linden, A. F.; Kohler, J.; Tsao, K.; Wilson, N. A.","svi, social, patients, vulnerability, health, index, level, study, data, care, outcomes, factors, age, association, results, compared, disparities, analysis, census, patient, conclusion, based, population, hispanic, included, low, result",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.49672,NA,NA ,NA,"Stephens, C. Q.; Yap, A.; Vu, L.; Saito, J. M.; Barry, D.; Shui, A. M.; Cockrell, H.; Cairo, S.; Wakeman, D.; Berman, L.; Greenberg, S.; Linden, A. F.; Kohler, J.; Tsao, K.; Wilson, N. A. (2024). Comparative Analysis of Indices for Social Determinants of Health in Pediatric Surgical Populations. JAMA Network Open, e2449672. doi:10.1001/jamanetworkopen.2024.49672"
37,Green Space and Internalizing or Externalizing Symptoms among Children,"Towe-Goodman, N.; McArthur, K. L.; Willoughby, M.; Swingler, M. M.; Wychgram, C.; Just, A. C.; Kloog, I.; Bennett, D. H.; Berry, D.; Hazlehurst, M. F.; James, P.; Jimenez, M. P.; Lai, J. S.; Leve, L. D.; Gatzke-Kopp, L.; Schweitzer, J. B.; Bekelman, T. A.; Calub, C.; Carnell, S.; Deoni, S.; D'Sa, V.; Kelly, C.; Koinis-Mitchell, D.; Petriello, M.; Thapaliya, G.; Wright, R. J.; Zhang, X.; Kress, A. M.","vulnerability, health, index, level, study, data, risk, outcomes, age, association, results, socioeconomic, regression, analysis, conclusion, race, black, based, population, access, adjusted, included, result, white",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.5742,NA,NA ,NA,"Towe-Goodman, N.; McArthur, K. L.; Willoughby, M.; Swingler, M. M.; Wychgram, C.; Just, A. C.; Kloog, I.; Bennett, D. H.; Berry, D.; Hazlehurst, M. F.; James, P.; Jimenez, M. P.; Lai, J. S.; Leve, L. D.; Gatzke-Kopp, L.; Schweitzer, J. B.; Bekelman, T. A.; Calub, C.; Carnell, S.; Deoni, S.; D'Sa, V.; Kelly, C.; Koinis-Mitchell, D.; Petriello, M.; Thapaliya, G.; Wright, R. J.; Zhang, X.; Kress, A. M. (2024). Green Space and Internalizing or Externalizing Symptoms among Children. JAMA Network Open, 7(4), E245742. doi:10.1001/jamanetworkopen.2024.5742"
38,Area Vulnerability and Disparities in Therapy for Patients With Metastatic Renal Cell Carcinoma,"Rahman, S. N.; Long, J. B.; Westvold, S. J.; Leapman, M. S.; Spees, L. P.; Hurwitz, M. E.; McManus, H. D.; Gross, C. P.; Wheeler, S. B.; Dinan, M. A.","social, patients, vulnerability, index, level, study, data, care, risk, outcomes, factors, cancer, age, association, results, vulnerable, disparities, county, regression, analysis, patient, odds, conclusion, race, black, access, hispanic, included, low, result, white",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.8747,Alaska,NA ,NA,"Rahman, S. N.; Long, J. B.; Westvold, S. J.; Leapman, M. S.; Spees, L. P.; Hurwitz, M. E.; McManus, H. D.; Gross, C. P.; Wheeler, S. B.; Dinan, M. A. (2024). Area Vulnerability and Disparities in Therapy for Patients With Metastatic Renal Cell Carcinoma. JAMA Network Open, E248747. doi:10.1001/jamanetworkopen.2024.8747"
39,Racial and Ethnic Disparities in Initiation of Direct Oral Anticoagulants among Medicare Beneficiaries,"Reynolds, K. R.; Khosrow-Khavar, F.; Dave, C. V.","social, patients, vulnerability, level, study, data, care, outcomes, factors, age, association, results, compared, disparities, county, analysis, patient, odds, conclusion, race, black, increased, population, access, hispanic, adjusted, result, white, significant",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.9465,NA,NA ,NA,"Reynolds, K. R.; Khosrow-Khavar, F.; Dave, C. V. (2024). Racial and Ethnic Disparities in Initiation of Direct Oral Anticoagulants among Medicare Beneficiaries. JAMA Network Open, E249465. doi:10.1001/jamanetworkopen.2024.9465"
40,Changes in Distribution of Severe Neurologic Involvement in US Pediatric Inpatients With COVID-19 or Multisystem Inflammatory Syndrome in Children in 2021 vs 2020,"LaRovere, K. L.; Poussaint, T. Y.; Young, C. C.; Newhams, M. M.; Kucukak, S.; Irby, K.; Kong, M.; Schwartz, S. P.; Walker, T. C.; Bembea, M. M.; Wellnitz, K.; Havlin, K. M.; Cvijanovich, N. Z.; Hall, M. W.; Fitzgerald, J. C.; Schuster, J. E.; Hobbs, C. V.; Halasa, N. B.; Singh, A. R.; Mack, E. H.; Bradford, T. T.; Gertz, S. J.; Schwarz, A. J.; Typpo, K. V.; Loftis, L. L.; Giuliano, J. S.; Horwitz, S. M.; Biagas, K. V.; Clouser, K. N.; Rowan, C. M.; Maddux, A. B.; Soma, V. L.; Babbitt, C. J.; Aguiar, C. L.; Kolmar, A. R.; Heidemann, S. M.; Harvey, H.; Zambrano, L. D.; Campbell, A. P.; Randolph, A. G.","patients, health, study, data, outcomes, status, disease, age, covid, association, results, analysis, patient, conclusion, based, included, low, related, result",2023,JAMA Neurology,10.1001/JAMANEUROL.2022.3881,NA,NA ,NA,"LaRovere, K. L.; Poussaint, T. Y.; Young, C. C.; Newhams, M. M.; Kucukak, S.; Irby, K.; Kong, M.; Schwartz, S. P.; Walker, T. C.; Bembea, M. M.; Wellnitz, K.; Havlin, K. M.; Cvijanovich, N. Z.; Hall, M. W.; Fitzgerald, J. C.; Schuster, J. E.; Hobbs, C. V.; Halasa, N. B.; Singh, A. R.; Mack, E. H.; Bradford, T. T.; Gertz, S. J.; Schwarz, A. J.; Typpo, K. V.; Loftis, L. L.; Giuliano, J. S.; Horwitz, S. M.; Biagas, K. V.; Clouser, K. N.; Rowan, C. M.; Maddux, A. B.; Soma, V. L.; Babbitt, C. J.; Aguiar, C. L.; Kolmar, A. R.; Heidemann, S. M.; Harvey, H.; Zambrano, L. D.; Campbell, A. P.; Randolph, A. G. (2023). Changes in Distribution of Severe Neurologic Involvement in US Pediatric Inpatients With COVID-19 or Multisystem Inflammatory Syndrome in Children in 2021 vs 2020. JAMA Neurology, 80(1), 91-98. doi:10.1001/JAMANEUROL.2022.3881"
41,Association between Social Disadvantage and Otitis Media Treatment in US Children with Commercial Insurance,"Qian, Z. J.; Rehkopf, D. H.","social, vulnerability, index, study, data, risk, outcomes, factors, age, association, disparities, regression, patient, odds, conclusion, increased, lower, population, access, included, low, result",2023,JAMA Otolaryngology - Head and Neck Surgery,10.1001/jamaoto.2022.3560,NA,NA ,NA,"Qian, Z. J.; Rehkopf, D. H. (2023). Association between Social Disadvantage and Otitis Media Treatment in US Children with Commercial Insurance. JAMA Otolaryngology - Head and Neck Surgery, 149(1), 14-Jul. doi:https://dx.doi.org/10.1001/jamaoto.2022.3560"
42,Association of the Timing of School Closings and Behavioral Changes with the Evolution of the Coronavirus Disease 2019 Pandemic in the US,"Zimmerman, F. J.; Anderson, N. W.",school closing; behavioral change; COVID-19; pandemic,2021,JAMA Pediatrics,10.1001/jamapediatrics.2020.6371,NA,NA,State,"Zimmerman, F. J., & Anderson, N. W. (2021). Association of the Timing of School Closings and Behavioral Changes With the Evolution of the Coronavirus Disease 2019 Pandemic in the US. JAMA Pediatrics, 175(5), 501. https://doi.org/10.1001/jamapediatrics.2020.6371"
43,Neighborhood Opportunity and Vulnerability and Incident Asthma Among Children,"Aris, I. M.; Perng, W.; Dabelea, D.; Padula, A. M.; Alshawabkeh, A.; Velez-Vega, C. M.; Aschner, J. L.; Camargo, C. A.; Sussman, T. J.; Dunlop, A. L.; Elliott, A. J.; Ferrara, A.; Joseph, C. L. M.; Singh, A. M.; Breton, C. V.; Hartert, T.; Cacho, F.; Karagas, M. R.; Lester, B. M.; Kelly, N. R.; Ganiban, J. M.; Chu, S. H.; O'Connor T, G.; Fry, R. C.; Norman, G.; Trasande, L.; Restrepo, B.; Gold, D. R.; James, P.; Oken, E.","svi, social, vulnerability, health, index, level, study, data, care, outcomes, age, association, compared, regression, census, conclusion, lower, adjusted, included, low, result, significant, background",2023,JAMA Pediatrics,10.1001/jamapediatrics.2023.3133,NA,NA ,NA,"Aris, I. M.; Perng, W.; Dabelea, D.; Padula, A. M.; Alshawabkeh, A.; Velez-Vega, C. M.; Aschner, J. L.; Camargo, C. A.; Sussman, T. J.; Dunlop, A. L.; Elliott, A. J.; Ferrara, A.; Joseph, C. L. M.; Singh, A. M.; Breton, C. V.; Hartert, T.; Cacho, F.; Karagas, M. R.; Lester, B. M.; Kelly, N. R.; Ganiban, J. M.; Chu, S. H.; O'Connor T, G.; Fry, R. C.; Norman, G.; Trasande, L.; Restrepo, B.; Gold, D. R.; James, P.; Oken, E. (2023). Neighborhood Opportunity and Vulnerability and Incident Asthma Among Children. JAMA Pediatrics, 177(10), 1055-1064. doi:https://dx.doi.org/10.1001/jamapediatrics.2023.3133"
44,"Association of County-Level Vulnerability, Patient-Level Race/Ethnicity, and Receipt of Surgery for Early-Stage Hepatocellular Carcinoma","Azap, Rosevine A.; Hyer, J. Madison; Diaz, Adrian; Paredes, Anghela Z.; Pawlik, Timothy M.","Healthcare Disparities; Carcinoma, Hepatocellular -- Surgery; Liver Neoplasms -- Surgery; Special Populations; Carcinoma, Hepatocellular -- Ethnology; Liver Neoplasms -- Ethnology; Medicare; United States; Female; Male; Registries, Disease; Social Determinants of Health; Aged, 8  and Over; Middle Age; Aged; Social Readjustment Rating Scale",2021,JAMA Surgery,10.1001/jamasurg.2020.5554,NA,NA,County,"Azap, R. A., Hyer, J. M., Diaz, A., Paredes, A. Z., & Pawlik, T. M. (2021). Association of County-Level Vulnerability, Patient-Level Race/Ethnicity, and Receipt of Surgery for Early-Stage Hepatocellular Carcinoma. JAMA Surgery, 156(2), 197. https://doi.org/10.1001/jamasurg.2020.5554"
45,Evaluation of Community-Level Vulnerability and Racial Disparities in Living Donor Kidney Transplant,"Killian, A. C.; Shelton, B.; MacLennan, P.; McLeod, M. C.; Carter, A.; Reed, R.; Qu, H.; Orandi, B.; Kumar, V.; Sawinski, D.; Locke, J. E.",Adult; Cross-Sectional Studies; Female; Humans; Kidney Transplantation; Living Donors; Male; Middle Aged; Racial Groups; Registries; Residence Characteristics; Retrospective Studies; United States; Vulnerable Populations,2021,JAMA Surgery,10.1001/jamasurg.2021.4410,NA,NA,Tract Community,"Killian, A. C., Shelton, B., MacLennan, P., McLeod, M. C., Carter, A., Reed, R., Qu, H., Orandi, B., Kumar, V., Sawinski, D., & Locke, J. E. (2021). Evaluation of Community-Level Vulnerability and Racial Disparities in Living Donor Kidney Transplant. JAMA Surgery, 156(12), 1120. https://doi.org/10.1001/jamasurg.2021.4410"
46,Comparing Deprivation vs Vulnerability Index Performance Using Medicare Beneficiary Surgical Outcomes,"Rollings, K. A.; Noppert, G. A.; Griggs, J. J.; Ibrahim, A. M.; Clarke, P. J.","svi, social, vulnerability, health, index, level, study, care, outcomes, mortality, factors, age, association, results, compared, socioeconomic, regression, odds, conclusion, black, adjusted, included, low, result, white, significant",2024,JAMA Surgery,10.1001/jamasurg.2024.4195,NA,NA ,NA,"Rollings, K. A.; Noppert, G. A.; Griggs, J. J.; Ibrahim, A. M.; Clarke, P. J. (2024). Comparing Deprivation vs Vulnerability Index Performance Using Medicare Beneficiary Surgical Outcomes. JAMA Surgery. doi:10.1001/jamasurg.2024.4195"
47,Association of Area-Level Heat and Social Vulnerability With Recurrent Hospitalizations Among Individuals With Rheumatic Conditions,"Santacroce, L.; Dellaripa, P. F.; Costenbader, K. H.; Collins, J.; Feldman, C. H.","Humans; Female; Child, Preschool; Middle Aged; Aged; Male; Hot Temperature; Social Vulnerability; Hospitalization; Comorbidity; Massachusetts",2023,Arthritis care & research,10.1002/acr.25015,Massachusetts,NA,Tract Neighborhood,"Santacroce, L., Dellaripa, P. F., Costenbader, K. H., Collins, J., & Feldman, C. H. (2022). Association of Area-Level Heat and Social Vulnerability With Recurrent Hospitalizations Among Individuals With Rheumatic Conditions. Arthritis Care &amp; Research, 75(1), 22-33. Portico. https://doi.org/10.1002/acr.25015"
48,Factors Associated With Diagnostic Delay in Axial Spondyloarthritis: Impact of Clinical Factors and Social Vulnerability,"McDermott, G. C.; Monshizadeh, A.; Selzer, F.; Zhao, S. S.; Ermann, J.; Katz, J. N.","svi, social, patients, vulnerability, health, index, care, factors, disease, age, association, socioeconomic, regression, patient, odds, conclusion, result, significant",2024,Arthritis Care and Research,10.1002/acr.25264,New York,NA ,NA,"McDermott, G. C.; Monshizadeh, A.; Selzer, F.; Zhao, S. S.; Ermann, J.; Katz, J. N. (2024). Factors Associated With Diagnostic Delay in Axial Spondyloarthritis: Impact of Clinical Factors and Social Vulnerability. Arthritis Care and Research, 76(4), 541-549. doi:https://dx.doi.org/10.1002/acr.25264"
49,Evaluating the Influence of Social Determinants of Health on Blood Phenylalanine Levels in Phenylketonuria Patients,"Afseth, C.; Knutsen, J.; Lamborn, T.; Vucko, E.; Havens, K.; Shim, S.; Baker, J.","svi, social, patients, vulnerability, health, index, level, study, data, care, factors, status, age, association, analysis, patient, population, included, significant",2025,"American Journal of Medical Genetics, Part A",10.1002/ajmg.a.63885,Illinois,Chicago,NA,"Afseth, C.; Knutsen, J.; Lamborn, T.; Vucko, E.; Havens, K.; Shim, S.; Baker, J. (2025). Evaluating the Influence of Social Determinants of Health on Blood Phenylalanine Levels in Phenylketonuria Patients. American Journal of Medical Genetics, Part A, 197(2). doi:10.1002/ajmg.a.63885"
