Report Year,Agency Name,Data Set Title,Data Set Description,Update Frequency,Planned Release Date,Date Status,Agency Comment
2013,Department of Housing Preservation and Development (HPD),Litigation,HPD Housing Litigation Division (HLD) initiates action into the Housing Court against owners of privately-owned buildings to enforce compliance with the housing quality standards contained in the NY State Multiple Dwelling Law and NYC Housing Maintenance Code,Monthly,02/01/2014,,
2013,Department of Housing Preservation and Development (HPD),Registration,HPD collected registration information from owners of residential rental units.  Owners are required to register if they own residential buildings with 3 or more units or if they own one- or two- family homes and neither they nor members of their immediate family live there,Monthly,02/01/2014,,
2013,Department of Housing Preservation and Development (HPD),Violations,HPD issues violations against conditions in rental dwelling units that been verified to violate the NYC Housing Maintenance Code (HMC) or the NY State Multiple Dwelling Law (MDL). Violations are issued when an inspection verifies that a violation of the HMC or MDL exists.  It is closed when a violation is corrected,Monthly,02/01/2014,,
2017,Office of the Comptroller (COMPTROLLER),Board of Education Retirement System Performance Review,Monthly performance review of the Board of Education Retirement System pension fund,Monthly,11/03/2017,New,
2013,Department of Housing Preservation and Development (HPD),Local Law 44,"Per Local Law 44 of 2013, HPD is required to publish building location, affordability, development team and cost information for all housing development projects. The data set includes all required elements of Local Law 44",Semi-Annually,01/01/2014,,
2013,Department of Housing Preservation and Development (HPD),Additional Housing Development Information,Additional descriptive data for housing development projects not prescribed by Local Law 44 of 2013,Semi-Annually,01/01/2018,,
2013,Office of Technology and Innovation (OTI),Public Pay Telephone locations and Wi-Fi pilot usage. (PPT complaints included in 311/Siebel data,Details on Public Pay Telephone locations and Wi-Fi pilot usage.,Weekly,07/15/2014,,
2013,Office of Technology and Innovation (OTI),MTF/Pole top Reservations,Pole tops reserved as part of DoITT's Mobile Telecommunications Franchises (MTF) agreements.,Annually,05/01/2018,,
2013,Office of Technology and Innovation (OTI),Cable Complaints,Details on complaints made to DoITT’s cable franchising center,Quarterly,06/01/2017,,
2013,Office of Technology and Innovation (OTI),Hi-Caps,Data on DoITT's high-capacity/telecommunications services franchise agreements,Quarterly,03/01/2014,,
2013,Department of Investigation (DOI),Mayor's Management Report Performance Statistics,This dataset contains information provided to the Mayor's Office for inclusion in the Mayor's Management Report,Annually,10/01/2014,,
2013,Department of Parks and Recreation (DPR),Inspection Information; Found Conditions,Inspection Info - ratings for inspections of all city parks; Found Conditions - issues discovered during inspections which require attention by staff,Quarterly,12/29/2017,,
2013,Fire Department of New York City (FDNY),Fire incident information by incident type,This database contains detailed information on individual Fire Incidents as completed by the Fire Officer.  No information will be included regarding medical incidents,Quarterly,01/01/2016,,
2013,Department of Parks and Recreation (DPR),Work orders; Asset Inventory; Maintenance Schedules,"Work order - Work orders generated for both general maintenance, and those used to address issues discovered during inspections; Inventory - inventory maintained on-hand at Parks storehouses; Maintenance Schedules - schedules used to assign field crews",Quarterly,12/29/2017,,
2013,Department of Parks and Recreation (DPR),Street Tree Inventory and related information,Comprehensive data on Street Trees under Parks Department jurisdiction,Quarterly,12/29/2017,,
2013,Department of Probation (DOP),Adult Operations - Investigations (Fiscal Year),This table contains the number of presentence investigations completed by the Department during a fiscal year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Operations - Investigations (Calendar Year),This table contains the number of presentence investigations completed by the Department during a calendar year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Operations - Intake (Fiscal Year),This table contains the number of probation supervision intakes completed by the Department during a fiscal year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Operations - Intake (Calendar Year),This table contains the number of probation supervision intakes completed by the Department during a calendar year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Violations of Probation Filed (Fiscal Year),"This table contains the number of ""Violation of Probation” proceedings filed in court against adult probationers during a fiscal year",Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Violations of Probation Filed (Calendar Year),"This table contains the number of ""Violation of Probation” proceedings filed in court against adult probationers during a calendar year",Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Violations of Probation Disposed (Fiscal Year),This table contains the number of violation proceedings disposed for adult probationers during a fiscal year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Violations of Probation Disposed (Calendar Year),This table contains the number of violation proceedings disposed for adult probationers during a calendar year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Operations - Total Cases Supervised (Fiscal Year),This table contains the number of adult probation supervision cases serviced by the Department during a fiscal year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Operations - Total Cases Supervised (Calendar Year),This table contains the number of adult probation supervision cases serviced by the Department during a calendar year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Operations - End-of-Year Probationer Count (Fiscal Year),This table contains the number of probationers under supervision on the last day of a fiscal year,Annually,09/30/2013,,
2013,Department of Transportation (DOT),Weekly Resurfacing Schedule (Brooklyn milling and paving),Brooklyn Milling and Paving Schedule,Weekly,08/01/2014,,
2013,Department of Probation (DOP),Adult Operations - End-of-Year Probationer Count (Calendar Year),This table contains the number of probationers under supervision on the last day of a calendar year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Early Discharges (EDs) (Fiscal Year),This table provides a breakdown of early discharges during a fiscal year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Adult Early Discharges (EDs) (Calendar Year),This table provides a breakdown of early discharges during a calendar year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Juvenile Operations - Investigations (Fiscal Year),This table contains the number of presentence investigations completed by the Department during a fiscal year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Juvenile Operations - Investigations (Calendar Year),This table contains the number of presentence investigations completed by the Department during a calendar year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Juvenile Operations - Intake (Fiscal Year),This table contains the number of intakes by the Department during a fiscal year,Annually,09/30/2013,,
2017,Office of the Manhattan Borough President (MBPO),Grant Application,TBD,As Needed,10/20/2017,New,
2013,Department of Probation (DOP),Juvenile Operations - Intake (Calendar Year),This table contains the number of intakes by the Department during a calendar year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Juvenile Operations - Intake Adjustments (Fiscal Year),This table contains juvenile delinquency Intake cases open for adjustment services during a fiscal year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Juvenile Operations - Intake Adjustments (Calendar Year),This table contains juvenile delinquency Intake cases open for adjustment services during a calendar year,Annually,09/30/2013,,
2013,Department of Probation (DOP),Juvenile Violations of Probation Filed (Fiscal Year),"This table contains the number of ""Violation of Probation"" proceedings filed in court against juvenile probationers during a fiscal year",Annually,09/30/2013,,
