id labor	Valdkond	VK sort	Paneel	P kood	Analüüsi nimetus	A kood	Kehtiv	Kehtiv lõpp	Tellitav	Vahendatav	T lühend	Kasutatav nimetus	T Nimetus	Vastuskood	T Ühik	Labor ühik	Seade	Diagnostikumi_tootja	Sort	Risttabel	id algandmed	Loinc #	Component	Property	Time Aspects	System	Scale	Method	Ex UCUM Units	Ex Units	%99+ Common Tests	Class	Long Common Name	Short Name	Type	Order/Obs	Doc/Section	Ext
23	HE	1	2.tüüpi diabeetiku jälgimise pakett; Activate pakett; Alkoholi mõju pakett; Aneemia pakett; Hemogramm 3-osalise leukogrammiga; Hemogramm 5-osalise leukogrammiga; Küpse naise tervisekontroll; Last sooviva naise pakett; Mehe tervisekontroll; Naise tervise- ja ilupakett; Noorsportlane Pluss pakett; Noorsportlase pakett; Organismi vastupanuvõimet hindav pakett; Podagrahaige jälgimise pakett; Reumaatilise haige jälgimise pakett; Südamepakett; Südamepakett pluss; Tähelepanuvõime ja kognitiivse võimekuse pakett; Taimetoitlase pakett; Teismelise tervisekontroll; Terviseriski pakett; Terviseriski pakett lapsele; Tervisesportlase pakett; Väsimuse pakett	T2D-X-PNL; ACTIVATE-X-PNL; ALC_IMPACT-X-PNL; ANEMIA-X-PNL; CBC_3_DIFF-X-PNL; CBC_5_DIFF-X-PNL; HEALTH_RISK_WOMEN-X-PNL; MOTHER_TO_BE-X-PNL; HEALTH_RISK_MEN-X-PNL; HEALTH_BEAUTY-X-PNL; JUNIOR_ATHLETE_PLUS-X-PNL; JUNIOR_ATHLETE-X-PNL; IMMUNE_RESISTANCE-X-PNL; GOUT_PATIENT-X-PNL; RHEUMA_PATIENT-X-PNL; HEART-X-PNL; HEART_PLUS-X-PNL; ATTENTION_COGNITIVE-X-PNL; VEGETARIAN-X-PNL; TEENAGER_HEALTH-X-PNL; HEALTH_RISK-X-PNL; HEALTH_RISK_CHILD-X-PNL; ATHLETES-X-PNL; TIREDNESS-X-PNL	Neut	CBC_NEUT-TST	JAH		EI	EI	B-Neut#	Neut	Neutrofiilide arv	QN	E9/L	E9/L			35	JAH/Võrreld	32	751-8	Neutrophils	NCnc	Pt	Bld	Qn	Automated count	10*3/uL	10^9/L		HEM/BC	Neutrophils [#/volume] in Blood by Automated count	Neutrophils # Bld Auto	1	Observation		
2223	HE	1	Hemogramm 5-osalise leukogrammiga	CBC_5_DIFF-X-PNL	IG	CBC_IG-TST	JAH		EI	EI	B-IG#	IG	Ebaküpsete granulotsüütide arv	QN	E9/L	E9/L			37	JAH/Võrreld	34	51584-1	Granulocytes.immature	NCnc	Pt	Bld	Qn		10*3/uL	Giga cells /l		HEM/BC	Granulocytes Immature [#/volume] in Blood	Imm Granulocytes # Bld	1	Both		
1758	HE	1	Hemogramm 5-osalise leukogrammiga	CBC_5_DIFF-X-PNL	PDW	CBC_PDW-TST	JAH		EI	EI	B-PDW	PDW	Trombotsüütide suurusjaotuvus	QN	fL	fl			38	JAH/Võrreld	35	32207-3	Platelet distribution width	EntVol	Pt	Bld	Qn	Automated count	fL	femtoliters		HEM/BC	Platelet distribution width [Entitic volume] in Blood by Automated count	PDW Bld Auto	1	Observation		
24	HE	1			PDW	B-PDW-HE1	EI	2020-06-03	EI	EI	B-PDW-CV	PDW-CV	Trombotsüütide suurusjaotuvus (CV)	QN	%	%	Sysmex	Sysmex	39	JAH/Võrreld	3946	51631-0	Platelet distribution width	Ratio	Pt	Bld	Qn		%	%		HEM/BC	Platelet distribution width [Ratio] in Blood	PDW Bld-Rto	1	Observation		15,4154
25	HE	1	Hemogramm 3-osalise leukogrammiga; Hemogramm 5-osalise leukogrammiga	CBC_3_DIFF-X-PNL; CBC_5_DIFF-X-PNL	MPV	CBC_MPV-TST	JAH		EI	EI	B-MPV	MPV	Trombotsüütide keskmine maht	QN	fL	fl			40	JAH/Võrreld	36	32623-1	Platelet mean volume	EntVol	Pt	Bld	Qn	Automated count	fL	fL		HEM/BC	Platelet mean volume [Entitic volume] in Blood by Automated count	PMV Bld Auto	1	Observation		
26	HE	1	Hemogramm 5-osalise leukogrammiga	CBC_5_DIFF-X-PNL	Pct	CBC_PCT-TST	JAH		EI	EI	B-Pct	Pct	Trombokrit	QN	%	%			42	JAH/Võrreld	2114	51637-7	Plateletocrit	VFr	Pt	Bld	Qn					HEM/BC	Plateletocrit [Volume Fraction] in Blood	Plateletocrit VFr Bld	1	Observation		
2224	HE	1	Hemogramm 5-osalise leukogrammiga	CBC_5_DIFF-X-PNL	NRBC	CBC_NRBC-TST	JAH		EI	EI	B-NRBC#	NRBC	Normoblastide arv	QN	E9/L	E9/L			46	JAH/Võrreld	40	771-6	Erythrocytes.nucleated	NCnc	Pt	Bld	Qn	Automated count	10*3/uL	10^9/L		HEM/BC	Nucleated erythrocytes [#/volume] in Blood by Automated count	nRBC # Bld Auto	1	Observation		
2221	HE	1	Hemogramm 5-osalise leukogrammiga	CBC_5_DIFF-X-PNL	NRBC%	CBC_NRBC_RATIO-TST	JAH		EI	EI	B-NRBC%	NRBC%	Normoblastide suhtarv	QN	/100WBC	/100WBC			47	JAH/Võrreld	41	58413-6	Erythrocytes.nucleated/100 leukocytes	Ratio	Pt	Bld	Qn	Automated count				HEM/BC	Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count	nRBC/100 WBC Bld Auto-Rto	1	Observation		
27	HE	1			Retikulotsüütide paneel	RET-X-PNL	JAH		JAH	EI	B-Ret panel	Retikulotsüütide paneel	Retikulotsüüdid (paneel)	Paneel					48	JAH	98	L-98																
28	HE	1	Aneemia pakett; Retikulotsüütide paneel	ANEMIA-X-PNL; RET-X-PNL	Ret%	RET_RATIO-TST	JAH		EI	EI	B-Ret%	Ret%	Retikulotsüütide suhtarv	QN	%	%			49	JAH/Võrreld	99	17849-1	Reticulocytes/100 erythrocytes	NFr	Pt	Bld	Qn	Automated count	%	%		HEM/BC	Reticulocytes/100 erythrocytes in Blood by Automated count	Retics/100 RBC NFr Auto	1	Observation		
29	HE	1	Retikulotsüütide paneel	RET-X-PNL	Ret	RET_RET-TST	JAH		EI	EI	B-Ret#	Ret	Retikulotsüütide arv	QN	E9/L	E9/L			50	JAH/Võrreld	100	60474-4	Reticulocytes	NCnc	Pt	Bld	Qn	Automated count	10*3/uL	m/UL		HEM/BC	Reticulocytes [#/volume] in Blood by Automated count	Retics # Auto	1	Observation		
1368	HE	1	Retikulotsüütide paneel	RET-X-PNL	IRF	RET_IRF-TST	JAH		EI	EI	B-IRF	IRF	Ebaküpsete retikulotsüütide fraktsioon	QN	%	%			51	JAH/Võrreld	101	33516-6	Reticulocytes.immature/Reticulocytes.total	NFr	Pt	Bld	Qn		%	%		HEM/BC	Reticulocytes.immature/Reticulocytes.total in Blood	Imm Retics NFr	1	Observation		11,3891
1369	HE	1	Retikulotsüütide paneel	RET-X-PNL	LFR	RET_LFR-TST	JAH		EI	EI	B-LFR	LFR	Suurema küpsusastmega retikulotsüüdid	QN	%	%			52	JAH/Võrreld	102	34419-2	Reticulocytes.mature/Reticulocytes.total	NFr	Pt	Bld	Qn		%	%		HEM/BC	Reticulocytes.mature/Reticulocytes.total in Blood	Mat Retics NFr	1	Observation		
1370	HE	1	Retikulotsüütide paneel	RET-X-PNL	MFR	RET_MFR-TST	JAH		EI	EI	B-MFR	MFR	Keskmise küpsusastmega retikulotsüüdid	QN	%	%			53	JAH/Võrreld	103	34420-0	Reticulocytes.mid/Reticulocytes.total	NFr	Pt	Bld	Qn		%	%		HEM/BC	Reticulocytes.mid/Reticulocytes.total in Blood	Mid Retics NFr	1	Observation		
1371	HE	1	Retikulotsüütide paneel	RET-X-PNL	HFR	RET_HFR-TST	JAH		EI	EI	B-HFR	HFR	Väiksema küpsusastmega retikulotsüüdid	QN	%	%			54	JAH/Võrreld	104	51642-7	Reticulocytes.high light scatter/Reticulocytes.total	NFr	Pt	Bld	Qn		%	%		HEM/BC	Reticulocytes.high light scatter/Reticulocytes.total in Blood	HL Retics NFr	1	Observation		11,4838
30	HE	1	Aneemia pakett; Retikulotsüütide paneel	ANEMIA-X-PNL; RET-X-PNL	RetHb	RET_HB-TST	JAH		EI	EI	B-RetHb	RetHb	Retikulotsüütide hemoglobiin	QN	pg	pg			55	JAH/Võrreld	105	42810-2	Hemoglobin	EntMass	Pt	Retic	Qn		pg	pg	1420	HEM/BC	Hemoglobin [Entitic mass] in Reticulocytes	Hgb Retic Qn	1	Observation		11,3891
31	HE	1			Vereäige mikroskoopia	SMEAR-X-PNL	JAH		JAH	EI	B-Smear-m panel	Vereäige mikroskoopia	Vereäige mikroskoopia	Paneel					56	JAH	42	L-42																
32	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Eosinofiilid %	SMEAR_W_EOSIN_RATIO-TST	JAH		EI	EI	B-Eosinofiilid %	Eosinofiilid %	Eosinofiilide suhtarv	QN	%	%			57	JAH/Võrreld	43	26450-7	Eosinophils/100 leukocytes	NFr	Pt	Bld	Qn		%	%	49	HEM/BC	Eosinophils/100 leukocytes in Blood	Eosinophil NFr Bld	1	Observation	11,433	
33	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Basofiilid %	SMEAR_W_BASO_RATIO-TST	JAH		EI	EI	B-Basofiilid %	Basofiilid %	Basofiilide suhtarv	QN	%	%			59	JAH/Võrreld	44	30180-4	Basophils/100 leukocytes	NFr	Pt	Bld	Qn		%	%	54	HEM/BC	Basophils/100 leukocytes in Blood	Basophils NFr Bld	1	Observation	11,433	
34	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Monotsüüdid %	SMEAR_W_MONO_RATIO-TST	JAH		EI	EI	B-Monotsüüdid %	Monotsüüdid %	Monotsüütide suhtarv	QN	%	%			61	JAH/Võrreld	45	26485-3	Monocytes/100 leukocytes	NFr	Pt	Bld	Qn		%	%	40	HEM/BC	Monocytes/100 leukocytes in Blood	Monocytes NFr Bld	1	Observation	11,433	
35	HE	1			Promonotsüüdid %	SMEAR_W_PROMONO_RATIO-TST	JAH		EI	EI	B-Promonotsüüdid %	Promonotsüüdid %	Promonotsüütide suhtarv	QN	%	%			63	JAH/Võrreld	52	30466-7	Promonocytes/100 leukocytes	NFr	Pt	Bld	Qn		%	%		HEM/BC	Promonocytes/100 leukocytes in Blood	Promonycytes NFr Bld	1	Observation		
36	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Lümfotsüüdid %	SMEAR_W_LYMPH_RATIO-TST	JAH		EI	EI	B-Lümfotsüüdid %	Lümfotsüüdid %	Lümfotsüütide suhtarv	QN	%	%			67	JAH/Võrreld	47	26478-8	Lymphocytes/100 leukocytes	NFr	Pt	Bld	Qn		%	%	45	HEM/BC	Lymphocytes/100 leukocytes in Blood	Lymphocytes NFr Bld	1	Observation	11,433	
37	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Reaktiivsed lümfotsüüdid %	SMEAR_W_RLYMPH_RATIO-TST	JAH		EI	EI	B-Reaktiivsed lümfotsüüdid %	Reaktiivsed lümfotsüüdid %	Reaktiivsete lümfotsüütide suhtarv	QN	%	%			69	JAH/Võrreld	48	33835-0	Lymphocytes.plasmacytoid/100 leukocytes	NFr	Pt	Bld	Qn	Manual count	%	%		HEM/BC	Lymphocytes Plasmacytoid/100 leukocytes in Blood by Manual count	Plasmacoid Lymphs NFr Bld Manual	1	Observation		
38	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Prolümfotsüüdid %	SMEAR_W_PROLYM_RATIO-TST	JAH		EI	EI	B-Prolümfotsüüdid %	Prolümfotsüüdid %	Prolümfotsüütide suhtarv	QN	%	%			71	JAH/Võrreld	49	6746-2	Prolymphocytes/100 leukocytes	NFr	Pt	Bld	Qn	Manual count	%	%		HEM/BC	Prolymphocytes/100 leukocytes in Blood by Manual count	Prolymphocytes NFr Bld Manual	1	Observation	21	
2734	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Atüüpilised lümfotsüüdid %	" SMEAR_W_ATLYMPH_RATIO-TST"	JAH		EI	EI	B-Atüüpilised lümfotsüüdid %	Atüüpilised lümfotsüüdid %	Atüüpiliste lümfotsüütide suhtarv	QN	%	%			75	JAH/Võrreld	50	29261-5	Lymphocytes.abnormal/100 leukocytes	NFr	Pt	Bld	Qn	Manual count	%	%		HEM/BC	Lymphocytes Abnormal/100 leukocytes in Blood by Manual count	Abnormal Lymphs NFr Bld Manual	1	Observation		18,6198
39	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Plasmarakud %	SMEAR_W_PLASM_RATIO-TST	JAH		EI	EI	B-Plasmarakud %	Plasmarakud %	Plasmarakkude suhtarv	QN	%	%			79	JAH/Võrreld	59	13047-6	Plasma cells/100 leukocytes	NFr	Pt	Bld	Qn		%	%		HEM/BC	Plasma cells/100 leukocytes in Blood	Plasma Cells NFr Bld	1	Observation		
40	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Segmenttuumsed neutrofiilid %	SMEAR_W_SEGMENT_RATIO-TST	JAH		EI	EI	B-Segmenttuumsed neutrofiilid %	Segmenttuumsed neutrofiilid %	Segmenttuumsete neutrofiilide suhtarv	QN	%	%			83	JAH/Võrreld	54	26505-8	Neutrophils.segmented/100 leukocytes	NFr	Pt	Bld	Qn		%	%		HEM/BC	Neutrophils.segmented/100 leukocytes in Blood	Neuts Seg NFr Bld	1	Observation		
41	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Kepptuumsed neutrofiilid %	SMEAR_W_BAND_RATIO-TST	JAH		EI	EI	B-Kepptuumsed neutrofiilid %	Kepptuumsed neutrofiilid %	Kepptuumsete neutrofiilide suhtarv	QN	%	%			84	JAH/Võrreld	55	26508-2	Neutrophils.band form/100 leukocytes	NFr	Pt	Bld	Qn		%	%	0,19%	HEM/BC	Neutrophils.band form/100 leukocytes in Blood	Neuts Band NFr Bld	1	Observation		
42	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Metamüelotsüüdid %	SMEAR_W_METAM_RATIO-TST	JAH		EI	EI	B-Metamüelotsüüdid %	Metamüelotsüüdid %	Metamüelotsüütide suhtarv	QN	%	%			86	JAH/Võrreld	56	740-1	Metamyelocytes/100 leukocytes	NFr	Pt	Bld	Qn	Manual count	%	%	307	HEM/BC	Metamyelocytes/100 leukocytes in Blood by Manual count	Metamyelocytes NFr Bld Manual	1	Observation	23,8122	
43	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Müelotsüüdid %	SMEAR_W_MYELO_RATIO-TST	JAH		EI	EI	B-Müelotsüüdid %	Müelotsüüdid %	Müelotsüütide suhtarv	QN	%	%			88	JAH/Võrreld	57	26498-6	Myelocytes/100 leukocytes	NFr	Pt	Bld	Qn		%	%	0,04%	HEM/BC	Myelocytes/100 leukocytes in Blood	Myelocytes NFr Bld	1	Observation		
44	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Promüelotsüüdid %	SMEAR_W_PROMYELO_RATIO-TST	JAH		EI	EI	B-Promüelotsüüdid %	Promüelotsüüdid %	Promüelotsüütide suhtarv	QN	%	%			90	JAH/Võrreld	58	26524-9	Promyelocytes/100 leukocytes	NFr	Pt	Bld	Qn		%	%	0,01%	HEM/BC	Promyelocytes/100 leukocytes in Blood	Promyelocytes NFr Bld	1	Observation		
45	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Blastid (spetsifitseerimata) %	SMEAR_W_BLAST_RATIO-TST	JAH		EI	EI	B-Blastid (spetsifitseerimata) %	Blastid (spetsifitseerimata) %	Blastide (spetsifitseerimata) suhtarv	QN	%	%			93	JAH/Võrreld	51	709-6	Blasts/100 leukocytes	NFr	Pt	Bld	Qn	Manual count	%	%	791	HEM/BC	Blasts/100 leukocytes in Blood by Manual count	Blasts NFr Bld Manual	1	Observation		18,0359
46	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Normoblastid %	SMEAR_E_NRBC-TST	JAH		EI	EI	B-Normoblastid %	Normoblastid %	Normoblastide suhtarv	QN	/100WBC	/100WBC			96	JAH/Võrreld	67	33990-3	Normoblasts/100 leukocytes	Ratio	Pt	Bld	Qn		/100{WBCs}	/100 leukocytes		HEM/BC	Normoblasts/100 leukocytes [Ratio] in Blood	Normoblasts Bld-Rto	1	Observation		
47	HE	1			Neutrofiilide düsplaasia	B-NE-DYSPL-HE	EI	2022-05-29	EI	EI	B-Neutrofiilide düsplaasia	Neutrofiilide düsplaasia	Neutrofiilide düsplaasia	Tekst			Mikr		98	JAH	68	71369-3	Neutrophils.dysplastic	ACnc	Pt	Bld	Ord	Microscopy.light				HEM/BC	Neutrophils.dysplastic [Presence] in Blood by Light microscopy	Neutrophils.dysplastic Bld Ql Smear	1	Observation		22,0963
48	HE	1			Toksogeenne granulatsioon	B-NE-TOX-HE	EI	2022-05-29	EI	EI	B-Neutrofiilide hüpergranulatsioon	Neutrofiilide hüpergranulatsioon	Neutrofiilide hüpergranulatsioon	Tekst			Mikr		99	JAH	69	803-7	Toxic granules	ACnc	Pt	Bld	Ord	Microscopy.light			0,0071%	HEM/BC	Toxic granules [Presence] in Blood by Light microscopy	Toxic Granules Bld Ql Smear	1	Observation		
49	HE	1			Döhle kehakesed	B-NE-DOHLE-HE	EI	2022-05-29	EI	EI	B-Döhle kehakesed	Döhle kehakesed	Döhle kehakesed	Tekst			Mikr		100	JAH	70	7792-5	Dohle body	ACnc	Pt	Bld	Ord	Microscopy.light			0,0030%	HEM/BC	Dohle body [Presence] in Blood by Light microscopy	Dohle Bod Bld Ql Smear	1	Observation		
50	HE	1			Hüpersegmentatsioon	B-NE-HYPERSEGM-HE	EI	2022-05-29	EI	EI	B-Hüpersegmentatsioon	Hüpersegmentatsioon	Hüpersegmentatsioon	Tekst			Mikr		101	JAH	71	765-8	Neutrophils.hypersegmented	ACnc	Pt	Bld	Ord	Microscopy.light				HEM/BC	Neutrophils.hypersegmented [Presence] in Blood by Light microscopy	Neuts Hyperseg Bld Ql Smear	1	Observation		
51	HE	1			Neutrofiilide vakuolisatsioon	B-NE-VAC-HE	EI	2022-05-29	EI	EI	B-Neutrofiilide vakuolisatsioon	Neutrofiilide vakuolisatsioon	Neutrofiilide vakuolisatsioon	Tekst			Mikr		102	JAH	1669	18319-4	Neutrophils.vacuolated	ACnc	Pt	Bld	Ord	Microscopy.light			0,0010%	HEM/BC	Neutrophils.vacuolated [Presence] in Blood by Light microscopy	Neuts Vac Bld Ql Smear	1	Observation		
52	HE	1			Aueri kepikesed	B-BL-AUER-HE	EI	2022-05-29	EI	EI	B-Aueri kepikesed	Aueri kepikesed	Aueri kepikesed	Tekst			Mikr		104	JAH	1670	11281-3	Auer rods	ACnc	Pt	Bld	Ord	Microscopy.light				HEM/BC	Auer rods [Presence] in Blood by Light microscopy	Auer Bodies Bld Ql Smear	1	Observation		
53	HE	1			Lümfotsüütide atüpism	B-LY-ATYP-HE	EI	2022-05-29	EI	EI	B-Lümfotsüütide atüpism	Lümfotsüütide atüpism	Lümfotsüütide atüpism	Tekst			Mikr		105	JAH	72	733-6	Lymphocytes.variant	ACnc	Pt	Bld	Ord	Microscopy.light				HEM/BC	Lymphocytes Variant [Presence] in Blood by Light microscopy	Variant Lymphs Bld Ql Smear	1	Observation		11,4393
54	HE	1			Gumprechti varjud	SMEAR_W_LYGUMPR-TST	JAH		EI	EI	B-Gumprechti varjud	Gumprechti varjud	Gumprechti varjud	QN	%	%			106	JAH/Võrreld	73	14912-0	Smudge cells/100 leukocytes	NFr	Pt	Bld	Qn	Manual count		"#/100 WBC; %"	0,0056%	HEM/BC	Smudge cells/100 leukocytes in Blood by Manual count	Smudge Cells NFr Bld Manual	1	Observation		
55	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Aglomeratsioon	SMEAR_E_AGLOM-TST	JAH		EI	EI	B-Aglomeratsioon	Aglomeratsioon	Aglomeratsioon	Tekst					107	JAH	74	7797-4	Rouleaux	ACnc	Pt	Bld	Ord	Microscopy.light				HEM/BC	Rouleaux [Presence] in Blood by Light microscopy	Rouleaux Bld Ql Smear	1	Observation		
56	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Aglutinatsioon	SMEAR_E_AGLUT-TST	JAH		EI	EI	B-Aglutinatsioon	Aglutinatsioon	Aglutinatsioon	Tekst					108	JAH	1671	50670-9	Erythrocyte agglutination	ACnc	Pt	Bld	Ord					HEM/BC	Erythrocyte agglutination [Presence] in Blood	RBC agglut Bld Ql	1	Observation		
57	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Hüpokromaasia	SMEAR_E_HYPOCR-TST	JAH		EI	EI	B-Hüpokromaasia	Hüpokromaasia	Hüpokromaasia	Tekst					109	JAH	75	728-6	Hypochromia	ACnc	Pt	Bld	Ord	Microscopy.light			0,03%	HEM/BC	Hypochromia [Presence] in Blood by Light microscopy	Hypochromia Bld Ql Smear	1	Observation		
58	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Polükromaasia	SMEAR_E_POLYCR-TST	JAH		EI	EI	B-Polükromaasia	Polükromaasia	Polükromaasia	Tekst					110	JAH	76	10378-8	Polychromasia	ACnc	Pt	Bld	Ord	Microscopy.light			0,09%	HEM/BC	Polychromasia [Presence] in Blood by Light microscopy	Polychromasia Bld Ql Smear	1	Observation		
59	HE	1			Anisokromaasia	SMEAR_E_ANISOCR-TST	JAH		EI	EI	B-Anisokromaasia	Anisokromaasia	Anisokromaasia	Tekst					111	JAH	77	51582-5	Anisochromasia	ACnc	Pt	Bld	Ord	Microscopy.light				HEM/BC	Anisochromasia [Presence] in Blood by Light microscopy	Anisochromasia Bld Ql Smear	1	Observation		
60	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Erütrotsüütide anisotsütoos	SMEAR_E_ANISO-TST	JAH		EI	EI	B-Erütrotsüütide anisotsütoos	Erütrotsüütide anisotsütoos	Erütrotsüütide anisotsütoos	Tekst					112	JAH	78	702-1	Anisocytosis	ACnc	Pt	Bld	Ord	Microscopy.light			0,04%	HEM/BC	Anisocytosis [Presence] in Blood by Light microscopy	Anisocytosis Bld Ql Smear	1	Observation		
61	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Erütrotsüütide makrotsütoos	SMEAR_E_MACRO-TST	JAH		EI	EI	B-Erütrotsüütide makrotsütoos	Erütrotsüütide makrotsütoos	Erütrotsüütide makrotsütoos	Tekst					113	JAH	79	738-5	Macrocytes	ACnc	Pt	Bld	Ord	Microscopy.light			0,11%	HEM/BC	Macrocytes [Presence] in Blood by Light microscopy	Macrocytes Bld Ql Smear	1	Observation		
62	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Erütrotsüütide mikrotsütoos	SMEAR_E_MICRO-TST	JAH		EI	EI	B-Erütrotsüütide mikrotsütoos	Erütrotsüütide mikrotsütoos	Erütrotsüütide mikrotsütoos	Tekst					115	JAH	81	741-9	Microcytes	ACnc	Pt	Bld	Ord	Microscopy.light			0,10%	HEM/BC	Microcytes [Presence] in Blood by Light microscopy	Microcytes Bld Ql Smear	1	Observation		
63	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Poikilotsütoos	SMEAR_E_POIK-TST	JAH		EI	EI	B-Poikilotsütoos	Poikilotsütoos	Poikilotsütoos	Tekst					116	JAH	84	779-9	Poikilocytosis	ACnc	Pt	Bld	Ord	Microscopy.light			0,03%	HEM/BC	Poikilocytosis [Presence] in Blood by Light microscopy	Poikilocytosis Bld Ql Smear	1	Observation		
64	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Mikrosferotsütoos	SMEAR_E_MICROSF-TST	JAH		EI	EI	B-Sferotsütoos	Sferotsütoos	Sferotsütoos	Tekst					117	JAH	82	48069-9	Spherocytes.micro	ACnc	Pt	Bld	Ord	Microscopy.light				HEM/BC	Spherocytes.micro [Presence] in Blood by Light microscopy	Spherocytes.micro Bld Ql Smear	1	Both		
65	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Ovalotsütoos	SMEAR_E_OVALO-TST	JAH		EI	EI	B-Ovalotsütoos	Ovalotsütoos	Ovalotsütoos	Tekst					118	JAH	83	774-0	Ovalocytes	ACnc	Pt	Bld	Ord	Microscopy.light			0,06%	HEM/BC	Ovalocytes [Presence] in Blood by Light microscopy	Ovalocytes Bld Ql Smear	1	Observation		
66	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Akantotsütoos	SMEAR_E_ACANTO-TST	JAH		EI	EI	B-Akantotsütoos	Akantotsütoos	Akantotsütoos	Tekst					119	JAH	85	7789-1	Acanthocytes	ACnc	Pt	Bld	Ord	Microscopy.light			0,00%	HEM/BC	Acanthocytes [Presence] in Blood by Light microscopy	Acanthocytes Bld Ql Smear	1	Observation		
67	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Fragmentatsioon	SMEAR_E_FRAG-TST	JAH		EI	EI	B-Fragmentatsioon	Fragmentatsioon	Fragmentatsioon	Tekst					120	JAH	86	10373-9	Fragments	ACnc	Pt	Bld	Ord	Microscopy.light				HEM/BC	Fragments [Presence] in Blood by Light microscopy	Fragments Bld Ql Smear	1	Observation		
68	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Stomatotsütoos	SMEAR_E_STOM-TST	JAH		EI	EI	B-Stomatotsütoos	Stomatotsütoos	Stomatotsütoos	Tekst					121	JAH	87	10380-4	Stomatocytes	ACnc	Pt	Bld	Ord	Microscopy.light				HEM/BC	Stomatocytes [Presence] in Blood by Light microscopy	Stomatocytes Bld Ql Smear	1	Observation		
69	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Märklaudrakud	SMEAR_E_TARGET-TST	JAH		EI	EI	B-Märklaudrakud	Märklaudrakud	Märklaudrakkude olemasolu	Tekst					122	JAH	88	10381-2	Target cells	ACnc	Pt	Bld	Ord	Microscopy.light			0,03%	HEM/BC	Target cells [Presence] in Blood by Light microscopy	Targets Bld Ql Smear	1	Observation		
70	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Pisarrakud	SMEAR_E_DACR-TST	JAH		EI	EI	B-Pisarrakud	Pisarrakud	Pisarrakkude olemasolu	Tekst					123	JAH	94	7791-7	Dacryocytes	ACnc	Pt	Bld	Ord	Microscopy.light			0,03%	HEM/BC	Dacrocytes [Presence] in Blood by Light microscopy	Dacryocytes Bld Ql Smear	1	Observation		
71	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Ehhinotsütoos	SMEAR_E_ECHIN-TST	JAH		EI	EI	B-Ehhinotsütoos	Ehhinotsütoos	Ehhinotsütoos	Tekst					124	JAH	89	7790-9	Burr cells	ACnc	Pt	Bld	Ord	Microscopy.light			0,01%	HEM/BC	Burr cells [Presence] in Blood by Light microscopy	Burr Cells Bld Ql Smear	1	Observation		
72	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Sirprakud	SMEAR_E_DREP-TST	JAH		EI	EI	B-Sirprakud	Sirprakud	Sirprakkude olemasolu	Tekst					126	JAH	1673	801-1	Sickle cells	ACnc	Pt	Bld	Ord	Microscopy.light			0,0047%	HEM/BC	Sickle cells [Presence] in Blood by Light microscopy	Sickle Cells Bld Ql Smear	1	Observation		
73	HE	1	Vereäige mikroskoopia	SMEAR-X-PNL	Basofiilne sõmerus	SMEAR_E_BASSTIP-TST	JAH		EI	EI	B-Basofiilne sõmerus	Basofiilne sõmerus	Basofiilne sõmerus	Tekst					127	JAH	90	703-9	Basophilic stippling	ACnc	Pt	Bld	Ord	Microscopy.light			0,00%	HEM/BC	Basophilic stippling [Presence] in Blood by Light microscopy	Baso Stipl Bld Ql Smear	1	Observation		
