Year,Month,Area,Article,Author,Score,Sex,Notes,Funding,Clinical vs Biomedical,NIH
1999,April,N/A,Free fatty acids impair hepatic insulin extraction in vivo,Wiesenthal et al.,1,Male,Score of 1 awarded as only male animals (dogs) were used for this experiment. No explaination for the exclusion of females was provided.,"Heart and Stroke Foundation of Canada, the Canadian Diabetes Association, the Italian National Research Council",Biomedical,No
1999,April,N/A,Prevention of insulin resistance and diabetes in mice heterozygous for GLUT4 ablation by transgenic complementation of GLUT4 in skeletal muscle,Tsao et al.,1,Male,Score of 1 awarded as only male mice were used in all studies. Mice from both CD1 and CBA/C57Bl6 backgrounds were used. No justifcation for female exclusion was provided.,"American Heart Association, the American Diabetes Association, Albert Einstein College of Medicine Cancer Center, and the Diabetes Research and Training Center",Biomedical,No
1999,April,N/A,Islet transplantation restores normal levels of insulin receptor and substrate tyrosine phosphorylation and phosphatidylinositol 3-kinase activity in skeletal muscle and myocardium of streptozocin-induced diabetic rats,Giorgino et al.,1,Male,Score of 1 awarded as only male rats (inbred Lewis rats) were used. No justification was provided for female exclusion.,"Juvenile Diabetes Foundation International, the Società Italiana di Diabetologia-Fondo per la Ricerca Eli Lilly, NIH",Biomedical,Yes
1999,April,N/A,"Developmental damage, increased lipid peroxidation, diminished cyclooxygenase-2 gene expression, and lowered prostaglandin E2 levels in rat embryos exposed to a diabetic environment",Wentzel et al.,0,N/A,Score of 0 awarded as the sex of the embryonic rats studied was unspecified. Mother were diabetid (except for controls) while fathers were not. All rats used were Sprauge-Dawley. Embryo culture serum was prepared from male rat serum. ,"Ernfors Family Fund, the Swedish Diabetes Association, the Juvenile Diabetes Foundation International, the Novo Nordisk Foundation, and the Swedish Medical Research Council",Biomedical,No
1999,April,N/A,Leptin receptor mRNA identifies a subpopulation of neuropeptide Y neurons activated by fasting in rat hypothalamus,Baskin et al.,1,Male,Score of 1 awarded as only male Wistar rats were used. No justification for female exclusion has been provided.,"NIH, Department of Veterans Affairs Merit Review and Career Scientist Programs",Biomedical,Yes
1999,April,N/A,Hyperglycemia-induced activation of nuclear transcription factor kappaB in vascular smooth muscle cells,Yerneni et al.,0,N/A,Score of 0 awarded as the sex of the cells used (PVSMCs) was not specified.,"NIH, Juvenile Diabetes Foundation",Biomedical,Yes
1999,April,N/A,Aberrant neurofilament phosphorylation in sensory neurons of rats with diabetic neuropathy,Fernyhough et al.,1,Male,Score of 1 awarded as only male Wistar rats were used. No justification for female exclusion has been provided.,"Wellcome Trust, Medical Research Council",Biomedical,No
1999,April,N/A,Pivotal role of nitric oxide in the control of blood pressure after leptin administration,Frühbeck,1,Male,Score of 1 awarded as only male rats were used (Wistar and obese Zucker). No justification is provided for female exclusion.,"The Royal Society of London, the Spanish Ministry of Education and Culture",Biomedical,No
1999,May,N/A,NOD mice have a generalized defect in their response to transplantation tolerance induction.,Markees et al.,3,Both,Used male and female NOD mice for different segments of study.,"National Institutes of Health, Juvenile Diabetes Foundation International, the Multiple Sclerosis Society, and the American Diabetes Association.",Biomedical,Yes
1999,May,N/A,Islet cell membrane antigens activate diabetogenic CD4+ T-cells in the BB/Wor rat.,Ellermen et al.,1,Female,T cells were injected into female BB/Wor rats.,Juvenile Diabetes Foundation International and by U.S. Public Health Service.,Biomedical,No
1999,May,N/A,Cellular immune responses to human islet proteins in antibody-positive type 2 diabetic patients.,Brooks-Worrell et al.,3,Both,Used male and female Type 2 diabetic and control humans. No sex segregated data provided.,Medical Research Service of the Department of Veterans Affairs and by grants from the National Institutes of Health,Biomedical,Yes
1999,May,N/A,Increased beta-cell proliferation and reduced mass before diabetes onset in the nonobese diabetic mouse.,Sreenan et al.,1,Female,Female NOD-LT/J mice used as well as age-matched female NOD/Scid mice which served as controls. No reason as to why males were excluded.,"National Institutes of Health, the Jack and Dollie Galter Center of Excellence of the Juvenile Diabetes Foundation International, the Blum Kovler Foundation, and the Mazza Foundation.",Biomedical,Yes
1999,May,N/A,Beta-cell hypertrophy in fa/fa rats is associated with basal glucose hypersensitivity and reduced SNARE protein expression.,Chan et al.,3,Both,Both sexes were used in equal ratios of Zucker rats. No sex segregated data provided and no analysis done by sex.,"Medical Research Council of Canada , the Canadian Diabetes Association, and Juvenile Diabetes Foundation International",Biomedical,No
1999,May,N/A,cAMP enhances insulin secretion by an action on the ATP-sensitive K+ channel-independent pathway of glucose signaling in rat pancreatic islets.,Yajima et al.,1,Male,Used pancreatic islets from male Wistar rats.,"Shinshu Association for the Advancement of Medical Sciences, Scientific Research from the Ministry of Education, Science and Culture, Japan and from the National Institutes of Health.",Biomedical,Yes
1999,May,N/A,Sustained proliferation of PDX-1+ cells derived from human islets.,Beattie et al.,1,Male,4 adult human males donors.,"Juvenile Diabetes Foundation, the Herbert O. Perry fund, the Stern Foundation.",Biomedical,No
1999,May,N/A,Adenovirus-mediated overexpression of uncoupling protein-2 in pancreatic islets of Zucker diabetic rats increases oxidative activity and improves beta-cell function.,Wang et al.,1,Male,"Zucker diabetic rats were utilized, males only.",n/a,Biomedical,N/a
1999,May,N/A,"Glucose-lowering and insulin-sensitizing actions of exendin-4: studies in obese diabetic (ob/ob, db/db) mice, diabetic fatty Zucker rats, and diabetic rhesus monkeys (Macaca mulatta).",Young et al.,3,Both?,"Used C57BL/6J-m+/+ Leprd b (d b/d b) mice, db/db and ob/ob mice, diabetic rhesus monkeys 3 males 1 female, 12 male ZDF/Gmi-(fa/fa) rats& 12 lean control rats",Amylin Pharmaceuticals,Biomedical,No
1999,May,N/A,Overexpression of G11alpha and isoforms of phospholipase C in islet beta-cells reveals a lack of correlation between inositol phosphate accumulation and insulin secretion.,Gasa et al.,0,N/a,Rat insulinoma cells. The sex of the rat cell line is unspecified.,National Institute of Diabetes and Digestive and Kidney Diseases.,Biomedical,Yes
1999,May,N/A,Glucagon-like peptide 1 increases insulin sensitivity in depancreatized dogs.,Sandhu et al.,3,Both,"Used eight postabsorptive, depancreatized mongrel dogs of both sexes. Studied totally depancreatized dogs to eliminate GLP-1's incretin effect. No sex segregated data.","Medical Research Council of Canada, the Canadian Diabetes Association and from Eli Lilly Research Laboratories and the Swedish Medical Research Council.",Biomedical,Yes
1999,May,N/A,Effects of overexpression of human GLUT4 gene on maternal diabetes and fetal growth in spontaneous gestational diabetic C57BLKS/J Lepr(db/+) mice.,Ishizuka et al.,5,Both,Male and female C57BLKS/J-Lepr+ / + and C57BLKS/J-Leprdb+ mice were mated. The pregnant females had various measurements taken at different timepoints. The heterozygous progeny was observed after gestation. Figures are sex segregated. Most of the work is from the pregnant mice as that is the topic of interest.,Perinatal Emphasis Research Center grant HD-11089 from the National Institutes of Health.,Biomedical,No
1999,May,N/A,Isolated low HDL cholesterol: an insulin-resistant state only in the presence of fasting hypertriglyceridemia.,Tai et al.,4,Both,"Used over 3500 male and female subjects from the Singaporean population. The researchers stated that, ""Ethnic group, age, and sex remained statistically significant on stepwise multiple logistic regression, using age, sex, ethnic group, and smoking in the model."" This means the collected sex segregated data and did analyze, however unfortunately it is not presented in the figures.",n/a,Biomedical,N/a
1999,May,N/A,Metabolic and hemodynamic effects of moxonidine in the Zucker diabetic fatty rat model of type 2 diabetes.,Yakubu-Madus et al.,1,Male,Utilized male Zucker diabetic fatty rats (ZDF/Gmi fa/fa) and a group of lean male ZDF littermates (ZDF/Gmi).,n/a,Biomedical,N/a
1999,May,N/A,Allosteric regulation of glycogen synthase and hexokinase by glucosamine-6-phosphate during glucosamine-induced insulin resistance in skeletal muscle and heart.,Virkamäki and Yki-Järvinen,1,Male,"Used male Wistar rats in the experiments. The animals were divided into 2 groups and received, in addition to glucose and insulin, an infusion of either glucosamine or saline.","American Diabetes Association, the Sigrid Juselius Foundation, and the Academy of Finland.",Biomedical,No
1999,May,N/A,Association of increased intramyocellular lipid content with insulin resistance in lean nondiabetic offspring of type 2 diabetic subjects.,Jacob et al.,3,Both,Subjects of both sexes were included. It is stated that there is no difference in comparing sex so the data must have been analyzed separately. No figures present sex segregated data.,University of Tübingen and in part by the European Community.,Biomedical,No
1999,May,N/A,Endothelin-1 modulates insulin signaling through phosphatidylinositol 3-kinase pathway in vascular smooth muscle cells.,Jiang et al.,1,Male,Used arterial SMCs obtained from the outgrowth of blood vessels isolated from the epididymal fat pads of male Zucker lean rats. No explanation provided as to why female rats were not included.,National Institutes of Health and by Diabetes and Endocrinology Research Center.,Biomedical,Yes
1999,May,N/A,Vascular endothelial growth factor activates nuclear factor-kappaB and induces monocyte chemoattractant protein-1 in bovine retinal endothelial cells.,Marumo et al.,0,n/a,"Used endothelial cell culture BRECs isolated from the eyes of calves, treated the culture with VEGF and observed Monocyte Chemoattractant Protein-1 expression.",Deutsche Forschungsgemeinschaf,Biomedical,No
1999,May,N/A,Significance of glutathione-dependent antioxidant system in diabetes-induced embryonic malformations.,Sakamaki et al.,0,?,Studied pregnant female Wistar rats diabetic and control and their embryos. Much of the research was conducted concerning the embyros however the sex was not a category that was reported.,"Ministry of Education, Sports and Culture of Japan.",Biomedical,No
